Treatment,day,Rec_day_adj,KO,meanRelAbun,kcat.mod,ksys.mod,kfam.mod
RC-ABX,D2,-13,K02016,0.000609734,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02072,0.000591967,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02073,0.000343448,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02221,8.01E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02244,5.42E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02246,4.18E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02248,5.41E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02532,2.51E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K02757,0.000206596,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K03297,1.98E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K03299,0.000145439,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K03303,8.20E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K03311,0.000158016,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K03328,3.85E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K05570,0.000164038,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K05845,7.31E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K05846,9.34E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K05847,8.62E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K06895,9.32E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K09693,0.000175488,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K11102,2.14E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K11733,2.01E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K11928,0.000112624,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K15770,1.79E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K16169,4.25E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K18926,0.000200491,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K18936,6.28E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K21394,0.000260995,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K21395,0.000425949,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-13,K22736,6.53E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02000,8.16E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02001,8.80E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02002,8.69E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02016,0.000615874,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02072,0.000590456,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02073,0.000365933,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02221,0.000173507,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02244,0.000136543,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02246,0.000113008,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02248,0.000145163,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02532,0.000102646,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K02757,0.000246065,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K03297,6.46E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K03299,0.00011429,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K03303,0.000157753,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K03311,0.000316286,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K03328,0.000100547,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K05570,6.25E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K05845,0.000168961,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K05846,0.000192588,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K05847,0.000168531,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K06895,0.000105199,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K09693,8.77E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K11102,7.58E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K11733,0.000108575,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K11928,9.08E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K15770,8.85E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K16169,0.000147105,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K18926,0.000467768,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K18936,0.000243504,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K21394,0.000180847,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K21395,0.000285029,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,-3,K22736,0.000236714,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02000,0.000407389,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02001,0.000492761,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02002,0.000607932,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02016,0.002373383,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02072,0.002712268,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02073,0.002608974,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02221,0.00047576,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02244,0.000537025,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02246,0.000388582,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02248,0.000445036,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02532,0.000415414,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K02757,0.000858846,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K03297,0.000467341,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K03299,0.000791583,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K03303,0.000374896,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K03311,0.000800608,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,2,K03328,0.000243185,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,2,K05570,0.000900001,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K05845,0.001029109,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K05846,0.001351013,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K05847,0.001140017,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K06895,0.00057498,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K09693,0.001255382,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K11102,0.000142536,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K11733,0.000226015,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K11928,0.000762342,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K15770,0.000122932,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,2,K16169,0.000647723,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K18926,0.002162621,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K18936,0.000657832,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K21394,0.000917752,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K21395,0.001452155,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,2,K22736,0.00018293,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02000,0.000759242,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02001,0.000784336,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02002,0.000770549,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02016,0.000838416,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02072,0.001717736,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02073,0.000928948,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02221,0.000603387,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02244,0.000673739,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02246,0.000665386,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02248,0.0007006,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02532,0.000701287,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K02757,0.001581493,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K03297,0.000591617,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K03299,8.88E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K03303,2.42E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K03311,0.001122163,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,4,K03328,0.000713079,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,4,K05570,2.76E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K05845,0.000847068,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K05846,0.000906159,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K05847,0.000868576,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K06895,0.00078813,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K09693,6.38E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K11102,0.000555619,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K11733,0.000696747,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K11928,3.93E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K15770,0.00073994,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,4,K16169,0.000720023,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K18926,0.002280154,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K18936,0.001472567,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K21394,1.00E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K21395,1.39E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,4,K22736,0.00142269,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02000,3.87E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02001,3.92E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02002,3.85E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02016,0.00066437,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02072,0.000792407,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02073,0.000599686,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02221,0.000208693,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02244,0.000118671,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02246,0.000130639,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02248,0.000114813,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02532,9.53E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K02757,0.000294179,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K03297,2.46E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K03299,0.000141452,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K03303,0.000187822,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K03311,0.000427333,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,14,K03328,4.70E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,14,K05570,9.01E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K05845,0.000159401,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K05846,0.000237018,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K05847,0.000154861,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K06895,3.84E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K09693,9.42E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K11102,7.36E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K11733,9.21E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K11928,7.81E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K15770,3.35E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,14,K16169,0.000131217,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K18926,0.000594306,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K18936,0.000201074,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K21394,0.00033333,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K21395,0.000412633,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,14,K22736,0.000190049,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02000,5.96E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02001,6.19E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02002,6.38E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02016,0.000613536,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02072,0.000647451,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02073,0.000382396,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02221,0.000159165,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02244,0.000125177,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02246,0.00010003,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02248,0.000124442,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02532,9.24E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K02757,0.000275571,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K03297,4.79E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K03299,0.000148505,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K03303,0.000132447,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K03311,0.000308947,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,28,K03328,7.30E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D2,28,K05570,0.000107805,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K05845,0.000202316,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K05846,0.000260372,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K05847,0.000190014,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K06895,8.03E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K09693,0.000149744,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K11102,6.53E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K11733,9.07E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K11928,0.000107281,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K15770,6.59E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D2,28,K16169,0.000142221,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K18926,0.000511892,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K18936,0.000226994,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K21394,0.000235047,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K21395,0.000400861,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D2,28,K22736,0.000247234,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02000,3.14E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02001,2.27E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02002,2.00E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02243,5.62E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02244,5.42E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02245,6.51E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02246,4.18E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02248,5.41E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02424,4.28E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02532,2.51E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02598,5.04E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K02757,0.000206596,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K03191,0.000124561,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K03294,8.29E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K03297,1.98E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K03322,4.77E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K03328,3.85E-05,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K05845,7.31E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K05846,9.34E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K05847,8.62E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K06216,2.49E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K06726,5.60E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K06895,9.32E-06,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K08161,4.86E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K10009,4.97E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K10036,6.53E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K10037,4.72E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K10038,9.12E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K11102,2.14E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K11733,2.01E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K12268,6.39E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K12269,6.41E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K12270,6.74E-05,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K15580,0.000307384,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K15770,1.79E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16012,6.05E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16013,8.68E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16169,4.25E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16209,0.000104832,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16323,2.71E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16923,2.57E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16924,3.49E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K16925,0.000104038,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K17077,4.72E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K18891,4.10E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K18892,3.97E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K18926,0.000200491,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K18936,6.28E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K22736,6.53E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K23059,4.72E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-13,K24163,5.64E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02000,8.16E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02001,8.80E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02002,8.69E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02243,0.000143543,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02244,0.000136543,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02245,0.000145978,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02246,0.000113008,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02248,0.000145163,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02424,0.000122162,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02532,0.000102646,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02598,0.000109181,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K02757,0.000246065,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K03191,0.000130023,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K03294,0.000208346,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K03297,6.46E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K03322,0.000119576,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K03328,0.000100547,Transport,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K05845,0.000168961,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K05846,0.000192588,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K05847,0.000168531,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K06216,0.000122074,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K06726,0.000181144,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K06895,0.000105199,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K08161,0.000157616,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K10009,0.000124416,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K10036,0.000203599,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K10037,0.000191817,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K10038,0.000110717,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K11102,7.58E-05,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K11733,0.000108575,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K12268,0.000151243,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K12269,0.00015676,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K12270,0.000152555,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K15580,0.000618011,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K15770,8.85E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16012,0.000156142,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16013,0.000188834,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16169,0.000147105,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16209,0.000273752,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16323,0.000121281,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16923,0.000108142,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16924,0.000112825,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K16925,0.000179715,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K17077,0.000122246,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K18891,0.000124295,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K18892,0.000135043,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K18926,0.000467768,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K18936,0.000243504,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K22736,0.000236714,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K23059,0.000124079,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,-3,K24163,0.000143786,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02000,0.000407389,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02001,0.000492761,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02002,0.000607932,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02243,0,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02244,0.000537025,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02245,0.000383356,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02246,0.000388582,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02248,0.000445036,Bacterial secretion system ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02424,1.22E-05,ABC transporters,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02532,0.000415414,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02598,0,Transporters ,Environmental information processing,Membrane transport
RC-ABX,D4,2,K02757,0.000858846,Phosphotransferase system (PTS) ,Environmental information processing,Membrane transport
