KEGG.system,ksys.mod,KEGG.family,kfam.mod,KEGG.category,kcat.mod,KO,Desc
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],Glycolysis / Gluconeogenesis ,K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07646,"kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07649,"tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07650,"cssS; two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07651,"resE; two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07652,"vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07654,"mtrB; two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07657,"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07658,"phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07659,"ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07661,"rstA; two-component system, OmpR family, response regulator RstA"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07664,"baeR, smeR; two-component system, OmpR family, response regulator BaeR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07665,"cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07666,"qseB; two-component system, OmpR family, response regulator QseB"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07667,"kdpE; two-component system, OmpR family, KDP operon response regulator KdpE"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07668,"vicR; two-component system, OmpR family, response regulator VicR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07678,"barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07679,"evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07683,"nreB; two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07684,"narL; two-component system, NarL family, nitrate/nitrite response regulator NarL"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07689,"uvrY, gacA, varA; two-component system, NarL family, invasion response regulator UvrY"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07693,"desR; two-component system, NarL family, response regulator DesR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07694,"vraR; two-component system, NarL family, vancomycin resistance associated response regulator VraR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07696,"nreC; two-component system, NarL family, response regulator NreC"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07699,"spo0A; two-component system, response regulator, stage 0 sporulation protein A"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07704,"lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07705,"lytT, lytR; two-component system, LytTR family, response regulator LytT"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07706,"agrC, blpH, fsrC; two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07707,"agrA, blpR, fsrA; two-component system, LytTR family, response regulator AgrA"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07708,"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07709,"zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07712,"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07713,"zraR, hydG; two-component system, NtrC family, response regulator HydG"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07714,"atoC; two-component system, NtrC family, response regulator AtoC"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07717,"glnK; two-component system, sensor histidine kinase GlnK [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07718,"yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07719,"glnL; two-component system, response regulator GlnL"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07720,"yesN; two-component system, response regulator YesN"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07768,"senX3; two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07770,"cssR; two-component system, OmpR family, response regulator CssR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07775,"resD; two-component system, OmpR family, response regulator ResD"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07776,"regX3; two-component system, OmpR family, response regulator RegX3"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07778,"desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07783,"uhpC; MFS transporter, OPA family, sugar phosphate sensor protein UhpC"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07787,"cusA, silA; copper/silver efflux system protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07788,mdtB; multidrug efflux pump
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07789,mdtC; multidrug efflux pump
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07792,dcuB; anaerobic C4-dicarboxylate transporter DcuB
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07793,tctA; putative tricarboxylic transport membrane protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07794,tctB; putative tricarboxylic transport membrane protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07795,tctC; putative tricarboxylic transport membrane protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07798,"cusB, silB; membrane fusion protein, copper/silver efflux system"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07799,"mdtA; membrane fusion protein, multidrug efflux system"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07800,agrD; AgrD protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07803,zraP; zinc resistance-associated protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K07813,agrB; accessory gene regulator B
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08082,"algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08083,"algR; two-component system, LytTR family, response regulator AlgR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08357,ttrA; tetrathionate reductase subunit A
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08358,ttrB; tetrathionate reductase subunit B
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08372,pepD; putative serine protease PepD [EC:3.4.21.-]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08641,vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K08738,CYC; cytochrome c
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K09474,phoN; acid phosphatase (class A) [EC:3.1.3.2]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K09696,natB; sodium transport system permease protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K09697,natA; sodium transport system ATP-binding protein [EC:7.2.2.4]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10001,"gltI, aatJ; glutamate/aspartate transport system substrate-binding protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10004,"gltL, aatP; glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10125,"dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10126,"dctD; two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10255,"FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10681,"saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10682,"saeR; two-component system, OmpR family, response regulator SaeR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10850,"narT; MFS transporter, NNP family, putative nitrate transporter"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10851,nreA; nitrogen regulatory protein A
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10914,"crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K10941,"flrA, fleQ, flaK; sigma-54 dependent transcriptional regulator, flagellar regulatory protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11103,dctA; aerobic C4-dicarboxylate transport protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11354,"cph1; two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11357,"divJ; two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11382,"pgtP; MFS transporter, OPA family, phosphoglycerate transporter protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11383,"kinB; two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11616,maeN; malate:Na+ symporter
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11617,"liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11618,"liaR; two-component system, NarL family, response regulator LiaR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11621,liaG; lia operon protein LiaG
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11622,liaF; lia operon protein LiaF
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11629,"bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11630,"bceR; two-component system, OmpR family, bacitracin resistance response regulator BceR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11631,"bceA, vraD; bacitracin transport system ATP-binding protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11632,"bceB, vraE; bacitracin transport system permease protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11633,"yxdK; two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11635,yxdL; putative ABC transport system ATP-binding protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11636,yxdM; putative ABC transport system permease protein
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11641,"natR; two-component system, LytTR family, response regulator NatR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11689,"dctQ; C4-dicarboxylate transporter, DctQ subunit"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K11690,"dctM; C4-dicarboxylate transporter, DctM subunit"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K12294,"comD; two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K12296,comX1_2; competence protein ComX
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K12340,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13040,"ttrS; two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13532,"kinD; two-component system, sporulation sensor kinase D [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13584,"ctrA; two-component system, cell cycle response regulator CtrA"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13587,"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13588,chpT; histidine phosphotransferase ChpT
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13589,"cpdR; two-component system, cell cycle response regulator CpdR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13598,"ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13599,"ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K13927,citXG; holo-ACP synthase / triphosphoribosyl-dephospho-CoA synthase [EC:2.7.7.61 2.4.2.52]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14188,dltC; D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14205,"mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14980,"chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14981,"chvI; two-component system, OmpR family, response regulator ChvI"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14982,"ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14983,"ciaR; two-component system, OmpR family, response regulator CiaR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14986,"fixL; two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14987,"fixJ; two-component system, LuxR family, response regulator FixJ"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14988,"salK; two-component system, NarL family, secretion system sensor histidine kinase SalK"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K14989,"salR; two-component system, NarL family, secretion system response regulator SalR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K15011,"regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K15012,"regA, regR, actR; two-component system, response regulator RegA"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K15739,"vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K15861,"fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K16692,etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18094,"mexX, amrA; membrane fusion protein, multidrug efflux system"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18095,"mexY, amrB; multidrug efflux pump"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18326,"mdtD; MFS transporter, DHA2 family, multidrug resistance protein"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18344,"vanRB, vanR, vanRD; two-component system, OmpR family, response regulator VanR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18345,"vanSB, vanS, vanSD; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18346,vanW; vancomycin resistance protein VanW
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18347,vanH; D-specific alpha-keto acid dehydrogenase [EC:1.1.1.-]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18348,vanT; serine/alanine racemase [EC:5.1.1.18 5.1.1.1]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18349,"vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18350,"vanSC, vanSE, vanSG; two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18353,vanJ; vancomycin resistance protein VanJ
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18856,"vanC, vanE, vanG; D-alanine---D-serine ligase [EC:6.3.2.35]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18866,vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18940,"arlS; two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18941,"arlR; two-component system, OmpR family, response regulator ArlR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K18986,"ihk; two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K19078,"graR; two-component system, OmpR family, response regulator protein GraR"
09130 Environmental information processing,Environmental information processing,09132 Signal transduction,Signal transduction,02020 Two-component system [PATH:ko02020],Two-component system ,K19081,"braS, bceS; two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]"
